cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,uid,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level,mid,cate_id,campaign_id,customer,brand,price,pid,target
1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,4284,4284,4284,4284,4280,4521,4521,4521,4521,4521,4521,877,877,877,4283,6176,6176,6176,4283,7146,7146,7146,7146,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,6300,6300,4280,6300,6300,6300,6300,374330,374330,374330,374330,374330,202357,202357,202357,202357,202357,202357,396130,396130,396130,371965,201237,201237,201237,292553,434457,434457,434457,434457,290728,342211,342211,342211,342211,342211,185744,143597,143597,143597,143597,143597,396975,238237,232108,444216,444216,444216,444216,444216,18906,18906,444216,18906,18906,18906,18906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000356,20,3,2,3,2,3,0,4,764802,6432,239993,221634,0,0.9933508563929515,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6261,4520,4520,4520,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,247789,261039,261039,88316,338869,303352,303352,303352,358127,358127,358127,358127,358127,358127,358127,358127,358127,358127,358127,358127,358127,358127,348155,348155,348155,348155,348155,348155,348155,348155,348155,370684,370684,197324,197324,272812,460772,441146,370684,286142,224985,224985,287679,287679,287679,287679,287679,287679,287679,287679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000370,0,10,1,4,0,3,0,2,768368,4520,344569,249620,0,0.98971260954681,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6084,6080,6080,12206,5755,12206,6900,6084,6084,6065,6065,6084,6084,1692,12206,6084,8166,4847,4847,4847,4847,4847,4847,4847,4847,4847,4847,4847,4847,4847,5539,1535,1535,1535,1535,1535,1535,1535,1535,6261,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,245948,234360,226235,452114,452114,452114,345581,418253,330093,236981,236981,418253,455687,81125,430072,418253,455445,303466,303466,303466,284331,182089,231876,303466,303466,303466,303466,284331,284331,284331,442223,101035,373746,373746,141342,293143,61469,88869,220138,25067,385389,385389,385389,385389,385389,385389,284088,260090,260090,260090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000404,0,10,1,4,0,3,0,4,275316,6735,204676,126152,0,0.994073668923296,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6065,6084,6084,1692,12206,6084,8166,4847,4847,4847,4847,4847,4847,4847,4847,4847,4847,4847,4847,4847,5539,1535,1535,1535,1535,1535,1535,1535,1535,6261,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,6142,6142,6142,6142,6142,7035,7035,7035,7035,5239,236981,418253,455687,81125,430072,418253,455445,303466,303466,303466,284331,182089,231876,303466,303466,303466,303466,284331,284331,284331,442223,101035,373746,373746,141342,293143,61469,88869,220138,25067,385389,385389,385389,385389,385389,385389,284088,260090,260090,260090,407126,293177,293177,293177,126657,442895,442895,442895,442895,310972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000404,0,10,1,4,0,3,0,4,293340,7035,162114,67701,403584,0.946657688714585,1,0
1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4267,4267,4267,4267,4267,4267,5485,5480,4267,6816,5480,5485,6330,5480,4278,7651,7651,7651,7651,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,4267,5480,5480,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,5485,5485,2226,2226,2226,348480,67661,67661,67661,67661,67661,169009,264687,67661,381977,264687,264687,264687,264687,177078,222475,222475,222475,222475,267734,267734,267734,264687,264687,264687,267734,267734,401274,264687,227891,183644,264687,325986,331907,251510,209315,209851,261255,209315,209315,209315,209315,209315,209315,209315,56409,56409,209315,209315,209315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000412,0,11,1,5,0,2,0,3,586812,5480,254356,223906,401274,0.9977136242077097,1,0
1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6139,6139,6139,6139,6139,6139,6139,6261,6261,6261,6139,6139,6139,6139,1665,4505,6158,4505,9457,6139,6139,6139,5920,5989,5989,5920,6761,6421,6421,6421,196,3787,5989,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,98931,98931,98931,98931,98931,98931,98931,401023,401023,401023,98931,98931,98931,98931,410912,44311,103478,43778,363339,201401,201401,432767,382774,148870,148870,441680,446335,182811,182811,182811,366770,247789,296286,380867,319720,319720,85139,271981,271981,227299,38385,424579,380867,85139,85139,207482,380851,424579,409935,394226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000415,31,4,2,4,1,3,0,3,417440,5920,97578,165419,220468,1.0000456619366707,1,0
1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1350,12069,12069,8905,8905,4267,4267,4267,6408,12069,4267,12069,4262,6421,11713,11713,11713,11713,6421,6421,771,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,232176,22844,156315,101632,101632,168008,168008,168008,73027,57524,22844,57524,370203,75013,182401,182401,182401,182401,155077,75013,102087,92621,55341,76649,394910,394910,394910,394910,394910,394910,394910,394910,394910,394910,168008,168008,168008,168008,92621,243029,243029,243029,243029,243029,243029,243029,148621,148621,148621,148621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000426,0,3,2,3,2,3,0,0,447949,4267,234239,51675,14983,0.989526532229533,0,0
3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,541,541,6152,6152,6423,6261,6261,4280,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4292,8980,6160,6160,6160,6160,6160,6423,6423,6423,6423,6423,7621,5753,5753,6423,6423,6432,6432,6432,6432,93035,93035,80344,48274,390059,16008,16008,18595,373981,373981,373981,373981,373981,225130,84215,146115,146115,146115,146115,146115,146115,146115,146115,146115,217666,217666,217666,247861,317029,250090,156345,317608,317608,317608,317608,317608,390059,390059,390059,390059,612,358874,330850,330850,305148,165881,350756,350756,350756,350756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000436,7,2,2,2,1,3,0,2,671388,1665,415721,67508,0,0.9978310005401431,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,7086,7086,10575,7086,10575,10575,10575,10575,7086,10575,10575,6261,6261,6261,6261,4284,4284,4520,6261,6261,6261,6261,6261,6261,4280,4280,4280,7766,4284,6261,6261,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,4520,4520,4520,4284,194831,133714,17191,340590,199176,213875,199176,220468,437963,199176,423772,374330,374330,374330,374330,374330,374330,374330,374330,374330,374330,374330,374330,374330,374330,374330,374330,341507,181650,374330,374330,234846,417986,417986,417986,417986,417986,25502,234846,205942,194282,194282,194282,194282,194282,194282,302560,302560,302560,224985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000440,0,3,2,3,2,3,0,0,354862,7086,83702,106877,353787,0.9440384999537956,1,0
1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,3,1,1,4,4,4,1,4620,4620,4620,4620,4620,4620,6519,6519,6519,6519,4620,4620,4620,1205,6181,6181,6181,6181,6181,4520,4702,4702,4701,4701,4702,4702,4702,4702,4702,4702,7598,7598,7598,7598,7598,7598,7598,7598,7598,7598,7598,7598,7598,7598,7598,4702,4702,4702,4702,6261,443907,443907,443907,443907,443907,443907,277375,277375,277375,277375,235046,235046,235046,172313,406558,404770,404770,404770,357054,386414,167554,167554,145960,145960,154219,154219,167554,167554,154219,154219,60551,60551,60551,60551,60551,60551,19419,19419,98496,60551,60551,430944,304251,304251,304251,154219,154219,154219,154219,234846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000447,0,3,2,3,0,2,0,0,81275,7598,94336,159894,430944,0.9929249218067431,0,0
1,1,1,1,1,1,1,1,3,1,1,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505,850,850,850,850,1019,1019,850,850,201,201,201,850,850,201,201,201,201,201,201,201,201,201,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,12544,12544,1535,7208,254854,254854,254854,254854,254854,254854,254854,254854,254854,254854,254854,254854,254854,254854,333109,438942,355109,355109,355109,355109,355109,304585,304585,304585,304585,304585,184991,304585,304585,304585,304585,215627,358690,358690,358690,342522,267621,267621,267621,267621,267621,267621,425975,184294,62455,62455,328137,6749,66812,286666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000455,0,10,1,4,0,2,0,3,791756,6281,326582,236867,98931,0.9987763962924332,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7205,4283,7207,7207,7207,7207,7339,7207,7207,7207,7207,4267,7340,6261,6139,6139,4279,6139,6139,6139,7205,7205,7205,7205,7205,6139,6139,6139,7205,7205,6152,531,11944,11944,6261,7339,7340,7339,7340,4267,7207,7205,7205,7205,6300,6300,6300,6300,6300,7214,413132,373449,364403,364403,364403,364403,304348,364403,364403,364403,364403,247368,243025,144123,225157,225157,397967,376599,376599,376599,342760,342760,342760,12689,12689,65222,65222,65222,36630,36630,252916,445812,61754,61754,234846,186516,240323,240323,240323,168008,270623,342760,342760,270623,359599,359599,359599,359599,376599,75874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000477,20,3,2,3,2,3,0,3,607826,7205,355591,246269,404909,0.9912768074709533,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6063,6063,6063,6063,6063,6063,6063,6063,6063,6063,6063,6063,6063,6063,8826,6579,6579,6579,6579,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,5868,2513,5868,5868,5868,5868,5868,5868,4570,11915,5868,403997,403997,403997,403997,374661,374661,374661,374661,374661,391109,391109,391109,374661,374661,294558,340073,340073,340073,340073,66799,215664,215664,215664,215664,215664,215664,379054,379054,379054,243208,243208,243208,243208,243208,215664,215664,215664,215664,215664,215664,359109,407206,407206,407206,437802,437802,437802,367228,251330,390875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000485,0,10,1,4,1,3,0,0,835229,4570,289914,203208,0,0.9813279928546587,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,6182,6423,6423,5945,856,6515,6433,856,856,856,856,856,6185,6952,856,856,856,856,6952,6952,6952,6952,856,6952,6952,856,856,856,1243,856,6183,6183,6183,6183,856,856,6952,6952,731,856,856,6952,856,856,856,856,6952,7146,6952,856,407922,224112,179900,32411,243470,39211,93403,396979,188080,188080,287442,56107,270643,188080,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,188080,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,163026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000491,0,4,2,4,0,3,0,0,571166,856,148146,182177,0,0.9923417301413987,1,1
1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,9494,9494,6261,9494,9494,8861,9494,8861,8861,8861,8861,8861,8861,8861,9447,9447,9447,9447,4305,5406,6984,6984,5472,6984,6984,6984,1303,1303,7001,7766,8861,8861,8861,8861,8861,8861,214105,322993,213976,214105,213976,213976,427191,427191,241958,325516,325516,325516,325516,325516,95335,95335,438755,95335,95335,213976,95335,427191,325516,325516,322993,322993,252591,252591,447765,306663,39334,419049,196577,353787,221535,271632,271632,271632,17422,17422,431591,360951,271894,271894,449287,449287,449287,252591,325516,321363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000499,0,3,2,3,0,3,0,3,461899,6984,256529,28783,325986,0.9989906872057853,1,0
1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,6409,6412,6412,6412,1101,1101,9687,9687,9687,9687,9687,9687,1101,6409,5263,5263,5265,5263,9687,6255,5851,4591,9687,9687,6736,6735,6735,6412,6412,6412,6412,6412,6595,6595,9687,9687,9337,9337,12207,4612,4612,4612,4612,4612,4612,4612,4612,7395,4612,4612,114051,39830,39830,39830,39830,39830,372778,372778,372778,372778,129392,417898,167121,114051,301299,301299,95766,301299,267851,295300,123591,251994,267851,277662,97841,373055,373055,124127,124127,124127,124127,124127,385199,385199,254676,192338,159971,159971,40290,66716,43703,66716,117414,117414,117414,117414,117414,30522,367217,365040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000537,0,4,2,4,0,3,0,2,76973,9687,148846,132905,255169,1.0004271965954483,0,0
1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5186,5186,5186,5186,4378,4378,5185,5185,6040,6040,6040,4377,5186,5186,5186,6428,6428,6428,6428,6428,6428,6428,6428,6428,4377,6422,9336,9336,9336,9336,9336,9336,9336,9336,9336,9336,9336,9336,9336,9336,9336,9332,9332,9337,9337,9337,9332,9332,9332,12207,139797,139797,139797,139797,139797,343938,343938,343938,255659,255659,255659,139797,139797,139797,139797,166283,166283,166283,166283,166283,166283,166283,166283,166283,139797,31005,172141,172141,172141,58041,58041,58041,172141,172141,172141,192125,192125,191341,28889,28889,28889,400930,400930,190481,230656,62088,420097,62088,88837,84936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000558,91,11,1,5,2,3,0,2,458295,859,60523,135963,105476,1.0003187699460911,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,6508,7603,7603,7603,7603,7603,7603,7603,7603,7603,7603,7603,7603,6261,6261,7653,7817,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,1665,6261,6261,6261,6261,6261,6261,6261,4284,6261,4262,4263,4262,6261,6261,6261,93403,430944,89802,404809,154219,101451,89802,154219,430944,360826,453637,439659,89802,255689,234846,431087,280806,287657,420830,420830,420830,420830,287345,336520,336520,372736,336520,84322,449891,347476,287345,287345,287345,287345,146115,410895,246073,246073,408403,269093,286725,334705,315712,346114,370203,388700,370203,255820,15376,269093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000567,0,2,2,2,0,2,0,0,546382,6261,348280,124596,0,0.9951548810492036,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7339,7339,7339,10905,10905,10905,10905,10905,10905,6244,6244,10905,10905,10905,10905,10905,10905,7340,6421,10905,10905,10905,10905,10905,10905,10905,10905,10905,6421,9686,6421,7867,6427,7340,7340,7340,7340,6512,7340,7340,7340,7340,7340,7340,7340,6421,4278,4278,11942,1809,342533,288787,342533,95766,95766,95766,95766,95766,95766,249427,249427,192436,192436,95766,95766,95766,95766,237004,1933,95766,95766,95766,95766,95766,95766,95766,95766,95766,438388,296262,438388,48200,360220,397520,397520,397520,397520,132353,406779,406779,406779,406779,406779,406779,406779,269810,14983,14983,92849,29753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100057,0,2,2,2,0,3,0,3,353820,7340,133060,12745,255820,0.9544324816919119,0,0
